"A1BG" "A1CF" "A2M" "A2ML1" "A4GALT" "A4GNT" "AAAS" "AACS" "AADAC" "AADACL2" "AADACL3" "AADACL4" "AADAT" "AAGAB" "AAK1" "AAMP" "AANAT" "AARS" "AARS2" "AARSD1" "AASDH" "AASDHPPT" "AASS" "AATF" "AATK" "ABAT" "ABCA1" "ABCA10" "ABCA12" "ABCA13" "ABCA3" "ABCA4" "ABCA5" "ABCA6" "ABCA7" "ABCA8" "ABCA9" "ABCB1" "ABCB10" "ABCB11" "ABCB4" "ABCB5" "ABCB6" "ABCB7" "ABCB8" "ABCB9" "ABCC10" "ABCC11" "ABCC12" "ABCC2" "ABCC3" "ABCC4" "ABCC8" "ABCC9" "ABCD1" "ABCD2" "ABCD3" "ABCD4" "ABCE1" "ABCF1" "ABCF2" "ABCF3" "ABCG1" "ABCG2" "ABCG4" "ABCG5" "ABCG8" "ABHD1" "ABHD10" "ABHD11" "ABHD12" "ABHD12B" "ABHD13" "ABHD14A" "ABHD14B" "ABHD15" "ABHD2" "ABHD3" "ABHD5" "ABHD6" "ABHD8" "ABI1" "ABI2" "ABI3" "ABI3BP" "ABL1" "ABL2" "ABLIM1" "ABLIM2" "ABLIM3" "ABO" "ABR" "ABRA" "ABT1" "ABTB1" "ABTB2" "ACAA1" "ACAA2" "ACACA" "ACACB"
"lminalB.19" " 0.120100" " 0.143900" "-0.193300" "-0.193300" "-0.029700" " 0.411100" "-0.014400" "-0.187400" " 0.411100" " 0.411100" "-0.192500" "-0.192500" "-0.201200" "-0.176900" " 0.154100" "-0.184200" " 0.582500" "-0.189800" "-0.191800" " 0.121500" " 0.149200" " 0.165600" "-0.000700" "-0.148575" " 0.488400" " 0.137100" "-0.024700" " 0.602500" "-0.184200" "-0.181500" " 0.137100" "-0.187000" " 0.602500" " 0.602500" " 0.264600" " 0.602500" " 0.602500" "-0.004900" " 0.140900" "-0.008500" "-0.004900" " 0.003600" "-0.184200" "-0.009600" "-0.000700" "-0.187400" "-0.191800" "-0.399500" "-0.399500" "-0.024300" " 0.408500" "-0.172400" "-0.193800" "-0.195100" " 0.321850" "-0.201100" "-0.187000" "-0.007000" "-0.201200" "-0.204900" "-0.000700" " 0.411100" "-0.191800" "-0.040600" "-0.174900" " 0.158200" " 0.158200" " 0.131800" "-0.205100" "-0.002200" " 0.138200" "-0.010600" "-0.372900" "-0.191000" "-0.191000" " 0.168600" " 0.165500" " 0.146600" "-0.191000" "-0.191000" " 0.101600" " 0.073100" "-0.008500" " 0.408500" "-0.195600" " 0.292200" " 0.126400" "-0.016000" "-0.414500" "-0.196000" " 0.292200" "-0.322500" " 0.708200" "-0.204900" "-0.205100" " 0.155200" "-0.191000" " 0.145600" " 0.221100" " 0.167300"
"lminalB.20" " 0.21410" "-0.05570" "-0.05520" "-0.13310" "-0.08450" "-0.09100" "-0.07740" " 0.27170" "-0.01430" "-0.01430" "-0.55310" "-0.55310" " 0.01240" "-0.03200" "-0.03920" "-0.05970" "-0.55110" "-0.07150" "-0.07960" "-0.08620" "-0.08730" "-0.44480" " 0.28990" " 0.85010" "-0.08860" "-0.04570" "-0.03090" " 0.54450" " 0.03820" " 0.29450" "-0.08040" "-0.45040" " 0.54450" " 0.54450" " 0.21590" " 0.30550" " 0.54450" " 0.30830" " 0.72990" " 0.00140" " 0.30830" " 0.31610" "-0.05970" "-0.03490" " 0.27820" " 0.22100" "-0.07960" "-0.07280" "-0.07280" "-0.08240" " 1.11060" "-1.24040" " 0.96630" "-0.01570" " 0.00220" " 0.27590" "-0.45040" "-0.05510" "-0.02830" "-0.06090" " 0.27820" "-0.10340" "-0.04150" "-0.02450" "-0.52870" "-0.02460" "-0.02460" "-0.06340" "-0.05420" " 0.19850" " 0.24520" "-0.01420" "-1.24040" "-0.09370" "-0.09370" " 0.68440" "-0.07350" " 0.29860" "-0.03390" "-0.02800" " 0.19950" "-0.05020" "-0.07000" " 0.70390" "-0.01270" "-0.09310" " 0.27820" "-0.02250" "-0.07420" "-0.05140" "-0.09310" "-0.55710" " 0.51010" "-0.06090" "-0.05160" "-0.05320" "-0.03390" " 0.25830" " 0.90545" " 0.21330"
"lminalB.21" "-0.0496" "-0.0238" "-0.0154" "-0.0154" "-0.0502" " 0.0405" "-0.0154" "-0.0215" " 0.0405" " 0.0405" "-0.8454" "-0.8454" "-0.0079" "-0.3044" "-0.0858" " 0.1546" " 0.4421" "-0.3461" " 0.2567" "-0.0717" "-0.0123" "-0.3614" "-0.0287" "-0.3747" " 0.4421" " 0.3487" " 0.2253" " 0.4421" " 0.1546" "-0.0217" " 0.3487" " 0.5846" " 0.4421" " 0.4421" "-0.0496" " 0.4421" " 0.4421" "-0.0287" " 0.3914" " 0.1546" "-0.0287" "-0.0217" " 0.1546" " 0.0228" "-0.0287" "-0.0215" " 0.2567" "-0.3461" "-0.3461" "-0.3510" " 2.0320" "-0.0340" " 0.2478" "-0.0154" " 0.0228" "-0.0154" " 0.5846" "-0.0201" "-0.0079" " 0.2283" "-0.0287" " 0.0405" "-0.0073" " 0.2542" "-0.3614" " 0.1876" " 0.1876" " 0.1876" " 0.0604" "-0.0287" " 0.6842" " 0.2558" "-0.0340" " 0.0492" " 0.0492" " 2.3127" " 0.0265" "-0.3454" " 0.0492" " 0.0488" "-0.0496" " 0.2375" " 0.1546" " 2.1148" " 0.0604" " 0.2253" " 0.1530" "-0.3510" "-0.0387" "-0.3511" " 0.2253" "-0.3445" " 0.6923" " 0.2283" " 0.0405" " 0.2478" " 0.0492" "-0.3454" "-0.3747" "-0.0215"
"lminalB.22" "-0.10170" " 0.09335" " 0.12760" " 0.12760" " 0.13380" "-0.07680" " 0.12790" " 0.11210" "-0.06440" "-0.06440" " 0.13950" " 0.13950" " 0.53320" "-0.38530" " 0.16820" "-0.39200" " 0.50620" "-0.39160" " 0.17000" "-0.37110" " 0.15880" "-0.07770" "-0.38110" "-0.39650" " 0.50620" " 0.15120" " 0.15410" " 0.50620" "-0.37290" " 0.15520" " 0.15120" " 0.17480" " 0.50620" " 0.50620" "-0.09510" " 0.50620" " 0.50620" " 0.17520" " 0.16750" "-0.37290" " 0.17520" " 0.17540" "-0.39200" " 0.00450" "-0.39880" " 0.11210" " 0.17000" "-0.38900" "-0.38900" " 0.10270" " 0.50620" " 0.16450" "-0.07770" " 0.12760" " 0.00410" " 0.12790" " 0.17480" "-0.07260" " 0.16280" " 0.17000" "-0.39880" "-0.07700" "-0.40800" " 0.17400" "-0.07770" " 0.18810" " 0.18810" " 0.16610" " 0.17660" " 0.12600" " 0.12440" "-0.07260" " 0.16450" "-0.36080" "-0.36080" " 0.14830" "-0.40750" " 0.15690" "-0.39550" "-0.40070" "-0.09510" " 0.08400" "-0.37290" " 0.50620" "-0.07000" " 0.15410" " 0.16020" " 0.10270" "-0.40710" "-0.08540" " 0.15410" "-0.41690" " 0.15980" " 0.17000" "-0.07680" "-0.07770" "-0.39550" " 0.15690" "-0.12945" " 0.11210"
"TNBC.13" " 0.06590" "-0.00070" "-0.00670" "-0.00670" "-0.01400" "-0.04750" "-0.05280" "-0.05700" "-0.04750" "-0.04750" " 0.16720" " 0.16720" "-0.03860" "-0.05520" " 0.06930" "-0.04100" " 0.10660" "-0.05120" " 0.05740" "-0.06310" " 0.06010" " 0.05480" " 0.02120" "-0.06310" " 0.11000" " 0.05970" " 0.00700" " 0.01960" "-0.04100" " 0.00660" " 0.02790" " 0.00610" " 0.01960" " 0.01960" "-0.08280" " 0.01960" " 0.01960" " 0.04570" " 0.20150" "-0.04100" " 0.04570" " 0.08480" "-0.04100" " 0.04310" " 0.03060" "-0.05700" " 0.05740" "-0.05120" "-0.05120" "-0.05370" " 0.01400" " 0.01370" "-0.05240" " 0.00850" " 0.08920" " 0.20120" " 0.00610" " 0.00550" "-0.03860" " 0.05740" " 0.03060" " 0.07480" " 0.07410" " 0.01020" "-0.04925" " 0.05050" " 0.05050" " 0.05730" "-0.01920" " 0.05010" "-0.06190" " 0.03700" " 0.01370" "-0.04030" "-0.04030" "-0.05820" "-0.05520" " 0.00610" "-0.04030" "-0.04030" " 0.04710" " 0.05040" "-0.04100" " 0.01400" " 0.01760" "-0.06810" "-0.04460" "-0.04840" " 0.05300" "-0.04590" "-0.06810" "-0.07420" " 0.25990" " 0.05740" "-0.04750" " 0.02820" "-0.04030" " 0.12140" "-0.06310" "-0.05700"
"TNBC.14" " 0.2231" " 0.0837" "-0.0837" "-0.0837" "-0.0918" " 0.2304" "-0.0837" "-0.0848" " 0.2304" " 0.2304" " 0.0952" " 0.0952" "-0.0848" "-0.0784" "-0.0749" "-0.0809" "-0.0864" "-0.0846" "-0.0907" "-0.0864" "-0.0848" "-0.0862" "-0.0889" "-0.0864" "-0.0864" "-0.0846" "-0.0790" "-0.0864" "-0.0723" " 0.0827" "-0.0846" " 0.0894" "-0.0864" "-0.0864" " 0.0798" "-0.0864" "-0.0864" " 0.3354" " 0.3702" "-0.0723" " 0.3354" " 0.2387" "-0.0721" " 0.0275" " 0.0799" "-0.0848" "-0.0907" "-0.0846" "-0.0846" " 0.0806" "-0.0864" "-0.0791" "-0.0862" "-0.0837" "-0.1483" "-0.0837" " 0.0894" "-0.0804" "-0.0848" "-0.0907" " 0.0799" " 0.2304" " 0.0941" "-0.0848" "-0.0862" "-0.0749" "-0.0749" "-0.0749" " 0.2304" " 0.3354" " 0.0889" "-0.0804" "-0.0791" " 0.0821" " 0.0821" "-0.0864" "-0.0784" "-0.0791" " 0.0821" " 0.0821" " 0.0723" " 0.0794" "-0.0723" "-0.0864" " 0.2251" " 0.0916" " 0.3702" "-0.0761" "-0.0848" "-0.0866" " 0.0916" "-0.0864" " 0.3596" "-0.0907" " 0.2304" "-0.0862" " 0.0821" "-0.0791" "-0.0864" "-0.0848"
"TNBC.15" "-0.1516" " 0.0765" " 0.2966" " 0.2966" " 0.4341" " 0.0935" "-0.3184" "-0.3340" "-0.1412" "-0.1412" "-0.2622" "-0.2622" "-0.3125" " 0.2123" " 0.0599" " 0.0701" " 0.1790" "-0.1348" " 0.6150" "-0.1783" " 0.1125" "-0.1705" " 0.0170" "-0.1651" " 0.1732" "-0.1420" "-0.3277" " 0.1905" " 0.0701" " 0.1208" "-0.1420" " 0.1021" " 0.1905" " 0.1905" "-0.3500" " 0.1905" " 0.1905" " 0.0412" " 0.7475" "-0.1615" " 0.0412" " 0.0916" " 0.0799" " 0.0032" " 0.3014" "-0.3340" " 0.6150" " 0.0952" " 0.0952" "-0.3323" "-0.1783" " 0.1971" " 0.2832" " 0.1033" "-0.0218" "-0.0513" " 0.1021" "-0.3265" "-0.3143" " 0.1593" " 0.3014" " 0.3892" "-0.1339" "-0.2893" "-0.0292" " 0.0599" " 0.0599" " 0.2238" " 0.0043" "-0.3059" " 0.0556" "-0.3124" " 0.1971" "-0.3122" "-0.3122" "-0.1420" " 0.3365" "-0.0830" "-0.3122" "-0.3122" " 0.0900" " 0.2236" " 0.0701" "-0.1783" " 0.0043" "-0.3277" "-0.0604" " 0.1198" "-0.1815" "-0.3312" "-0.3277" "-0.1505" " 0.7731" "-0.1164" " 0.0076" " 0.3763" "-0.3122" "-0.0896" "-0.1651" "-0.3340"
"TNBC.16" " 0.14370" "-0.23500" " 0.39860" " 0.54315" " 0.11860" " 0.48600" "-0.26150" "-0.21620" " 0.79290" " 0.79290" "-0.83500" "-0.83500" " 0.10450" " 0.16290" " 0.38370" "-0.22330" "-0.27650" "-0.21990" " 0.44670" " 0.39850" "-0.25680" "-0.23960" "-0.23110" " 0.39850" "-0.23220" " 0.69990" "-0.22300" " 0.44130" "-0.27900" " 0.48650" " 0.63610" "-0.25850" " 0.44130" " 0.44130" "-0.21780" " 0.44130" " 0.44130" " 0.13240" " 0.16140" " 0.12630" " 0.13240" "-0.90590" "-0.22330" " 0.08520" "-0.22960" "-0.31440" " 0.38300" "-0.19280" "-0.19280" "-0.23390" " 0.18360" "-0.26070" "-0.19890" " 0.43370" " 0.07310" " 0.41670" "-0.25850" "-0.19480" " 0.10280" " 0.60810" "-0.22960" " 0.64360" "-0.23150" "-0.29800" "-0.24470" " 0.08850" " 0.08850" " 0.15780" " 0.42740" " 0.13240" "-0.21380" "-0.24580" " 0.14750" "-0.23690" "-0.23690" " 0.35780" " 0.26300" " 0.45120" "-0.23690" "-0.24020" " 0.10690" " 0.09350" "-0.29870" " 0.11590" " 0.12410" "-0.21770" " 0.41040" "-0.21560" "-0.88150" " 0.13710" "-0.21770" "-0.22720" " 0.66740" " 1.13610" "-0.22750" " 0.67390" "-0.23690" " 0.48940" " 0.39850" "-0.25170"
"TNBC.17" " 0.4215" "-0.2260" "-0.2103" "-0.2103" " 0.3052" " 0.1900" "-0.2103" "-0.2717" " 0.1900" " 0.1900" "-0.2728" "-0.2728" " 0.1258" "-0.0753" " 0.1404" "-0.2091" "-0.0697" " 0.0979" " 0.2081" "-0.2313" "-0.2103" "-0.2050" " 0.0357" "-0.2313" "-0.0697" " 0.0675" " 0.1955" "-0.0697" "-0.2091" " 0.1217" " 0.0675" " 0.2256" "-0.0697" "-0.0697" "-0.2561" "-0.0697" "-0.0697" " 0.0684" " 0.5787" "-0.1927" " 0.0684" "-0.2466" "-0.2091" " 0.1104" " 0.0755" "-0.2008" " 0.2081" " 0.1574" " 0.1574" "-0.2208" "-0.2313" " 0.2283" " 0.1259" "-0.2103" " 0.1853" "-0.2103" " 0.2256" " 0.2048" "-0.1954" " 0.1699" " 0.0755" " 0.1900" " 0.1992" "-0.2103" "-0.0615" " 0.1404" " 0.1404" " 0.0923" " 0.1900" " 0.0435" " 0.1666" " 0.2048" " 0.2283" " 0.1990" " 0.1990" "-0.2313" "-0.0753" " 0.2044" " 0.1681" " 0.1369" " 0.1887" "-0.1685" "-0.0659" "-0.2313" " 0.1900" " 0.0542" " 0.1259" "-0.2208" "-0.2871" "-0.1124" " 0.0542" "-0.2349" " 0.7628" " 0.1699" " 0.1900" " 0.0856" " 0.1963" "-0.2413" "-0.2313" "-0.2297"
"TNBC.18" "-0.1175" "-0.1337" " 0.3231" " 0.3231" "-0.2907" "-0.1263" "-0.3049" "-0.3002" " 0.0896" " 0.0896" "-0.3679" "-0.3679" "-0.3651" "-0.3084" " 0.2161" " 0.0409" " 0.3957" "-0.2976" " 0.1202" "-0.2816" "-0.3393" " 0.0402" " 0.1669" "-0.3072" " 0.3957" "-0.3203" "-0.0961" "-0.3391" "-0.0260" " 0.5093" "-0.2624" " 0.0607" "-0.3391" "-0.3391" " 0.0896" " 0.2443" "-0.0474" " 0.0676" " 0.3833" " 0.0032" " 0.0676" " 0.3842" " 0.0409" " 0.0552" " 0.1991" "-0.3002" " 0.1202" "-0.3203" "-0.3203" "-0.1343" "-0.2816" " 0.3036" " 0.0892" " 0.0765" " 0.0994" "-0.3534" " 0.0607" "-0.7278" "-0.3506" " 0.0870" " 0.1991" " 0.0786" " 0.1526" "-0.3513" " 0.0870" " 0.2239" " 0.2239" " 0.2330" "-0.1431" " 0.1568" " 0.2599" "-0.3539" " 0.2785" " 0.1595" " 0.1595" " 0.2523" "-0.3063" "-0.2247" " 0.1274" " 0.1555" " 0.0896" " 1.0606" " 0.0227" "-0.2816" "-0.1431" "-0.3451" " 0.7926" "-0.1542" "-0.3533" "-0.2826" "-0.5846" " 0.4533" " 0.3830" " 0.0058" "-0.0960" " 0.2742" " 0.1264" "-0.2247" "-0.3072" "-0.2949"
"TNBC.19" " 0.0366" " 0.0329" " 0.1145" " 0.1145" "-0.0420" " 0.0401" "-0.0318" "-0.0358" " 0.0401" " 0.0401" "-0.0292" "-0.0292" " 0.0774" "-0.0348" " 0.0309" "-0.0360" " 0.0110" " 0.0340" " 0.0604" " 0.0014" " 0.0096" "-0.0375" " 0.1031" "-0.0228" " 0.0482" "-0.0328" "-0.0358" " 0.0110" "-0.0360" " 0.1044" " 0.0370" " 0.0365" " 0.0110" " 0.0110" "-0.0806" " 0.0110" " 0.0110" " 0.0161" " 0.1202" " 0.0397" " 0.0161" " 0.0429" "-0.0360" " 0.0448" " 0.1031" "-0.0358" " 0.0604" " 0.0340" " 0.0340" " 0.0253" " 0.0014" "-0.0410" "-0.0238" " 0.0372" " 0.0429" "-0.0318" " 0.0365" "-0.0368" " 0.0041" " 0.0604" " 0.1031" " 0.0401" " 0.1619" " 0.0096" "-0.0375" " 0.0309" " 0.0309" " 0.0328" "-0.0356" " 0.0161" "-0.1180" "-0.0368" " 0.0183" "-0.0356" "-0.0356" "-0.0275" "-0.0294" "-0.0362" "-0.0356" "-0.0356" "-0.0145" " 0.1756" "-0.0360" " 0.0014" "-0.0356" "-0.0305" " 0.0556" " 0.0253" "-0.1130" "-0.0332" "-0.0305" "-0.0275" " 0.0336" " 0.0604" "-0.0356" " 0.2659" "-0.0356" "-0.0362" "-0.0228" "-0.0358"
"TNBC.20" " 0.73480" "-0.94980" " 0.22280" " 0.16190" "-0.09100" " 0.63590" "-0.33120" " 0.22520" " 1.04830" " 1.04830" "-0.35410" "-0.37170" "-0.46700" "-0.10720" " 0.08510" "-0.25100" " 0.48320" "-0.24525" " 0.81270" " 0.09000" " 0.27330" " 0.91400" "-0.11820" " 0.09000" " 0.50960" " 0.53850" "-0.35560" " 0.65040" " 0.37080" " 0.22990" "-0.25160" " 0.08930" " 0.65040" " 0.65040" " 0.05130" " 0.65040" " 0.65040" "-0.31200" " 0.32950" " 0.21050" "-0.20200" " 0.88330" "-0.10060" "-2.65525" " 0.16120" " 0.12380" " 0.55440" "-2.40320" "-2.40320" " 0.30220" " 0.64130" "-0.09350" " 0.04960" " 0.82180" " 0.71660" "-0.40140" " 0.08930" "-0.47960" "-0.22470" " 0.34350" "-2.71970" " 0.49570" " 0.56350" "-0.45010" "-0.43730" " 0.27300" " 0.27300" " 0.57370" "-0.18270" "-0.22200" " 0.54060" " 0.26500" "-0.21140" "-0.39610" "-0.39610" " 0.35270" " 0.42470" " 0.15260" " 0.59430" "-0.38350" "-0.31360" " 0.62380" " 0.15870" " 0.64130" " 0.20050" "-0.17610" "-0.09680" " 0.68425" "-0.19850" "-0.56840" "-0.28950" "-0.44610" " 0.51930" " 0.40930" " 0.17600" " 0.52040" " 0.86250" "-0.17110" " 0.09000" " 0.16560"
"TNBC.21" " 0.0759" "-0.4893" "-0.3638" "-0.3638" "-0.0618" " 0.2329" " 0.1405" "-0.4858" " 0.1855" " 0.1855" "-0.1578" "-0.1578" "-0.0428" "-0.1896" " 0.2707" " 0.3914" " 0.2795" " 0.3218" " 0.1512" "-0.1895" " 0.1531" " 0.1109" " 0.1288" "-0.2120" " 0.6407" " 0.2088" "-0.4788" " 0.2472" " 0.0900" "-0.5032" " 0.1595" "-0.4796" " 0.2472" " 0.2472" "-0.4814" " 0.2472" " 0.2472" "-0.1837" " 0.1499" " 0.1403" "-0.1837" " 0.1422" " 0.3914" " 0.0162" " 0.1482" "-0.4858" " 0.1552" "-0.0762" "-0.0762" "-0.0802" "-0.2084" "-0.0584" "-0.4851" " 0.2163" "-0.0010" " 0.1405" "-0.4796" " 0.1478" "-0.0483" " 0.1540" " 0.1482" " 0.2249" " 0.1473" "-0.4649" " 0.1535" " 0.4446" " 0.4446" " 0.2416" " 0.3350" "-0.1837" " 0.1079" " 0.4856" "-0.0993" "-0.4799" "-0.4799" " 0.2464" " 0.3376" "-0.1728" "-0.4799" "-0.4799" " 0.1274" "-0.5070" " 0.4069" "-0.2084" " 0.1370" "-0.4758" " 0.3253" " 0.0139" "-0.4882" "-0.4771" "-0.4758" "-0.0862" " 0.2843" " 0.2519" " 0.1998" " 0.3652" "-0.0431" "-0.1728" "-0.2120" " 0.1646"
"TNBC.22" "-0.1985" " 0.6334" " 0.2649" " 0.2649" "-0.2238" "-0.2629" "-0.1933" "-0.0054" " 0.2650" " 0.2650" "-0.1998" "-0.1998" "-0.2832" "-0.2310" "-0.2154" "-0.2396" " 0.2804" "-0.2031" "-0.2252" "-0.2115" " 0.2469" "-0.2388" " 0.2500" "-0.2115" " 0.2804" "-0.2226" " 0.2301" " 0.2804" "-0.2396" "-0.2522" "-0.2226" " 0.2390" " 0.2804" " 0.2804" "-0.1877" " 0.2804" " 0.2804" " 0.2338" " 0.2102" "-0.2396" " 0.2338" "-0.2605" "-0.2396" " 0.2722" " 0.2645" "-0.0054" "-0.2252" "-0.2185" "-0.2185" "-0.2513" "-0.2115" "-0.2691" " 0.2800" " 0.2525" " 0.2763" " 0.2525" " 0.2390" "-0.2413" "-0.2608" "-0.2252" " 0.2645" "-0.2579" " 0.2816" " 0.2409" "-0.2388" "-0.2209" "-0.2209" "-0.2209" "-0.2790" " 0.2338" " 0.2645" " 0.3103" "-0.2691" "-0.1866" "-0.1866" "-0.2115" "-0.2383" " 0.2503" "-0.2390" "-0.2552" " 0.3004" " 0.2374" "-0.2396" "-0.2115" "-0.2790" "-0.2178" " 0.5526" "-0.2387" "-0.2680" "-0.2366" "-0.2178" "-0.2115" " 0.5456" " 0.2670" "-0.2222" " 0.3140" " 0.2523" " 0.2716" "-0.2115" "-0.1858"
"TNBC.23" "-0.1602000" "-0.0230000" "-0.2098000" "-0.2098000" "-0.2106000" "-0.1791000" "-0.2418000" "-0.2418000" " 0.0560000" " 0.0560000" " 0.0155000" " 0.0155000" "-0.2694000" "-0.2559000" " 0.3042000" " 0.0512000" " 0.0273000" " 0.0461000" " 0.3989000" "-0.0060000" "-0.0148000" "-0.1653000" " 0.0213000" "-0.0060000" " 0.0273000" "-0.0351000" "-0.2493000" " 0.0273000" " 0.0512000" " 0.2741375" "-0.0351000" " 0.0036000" " 0.0273000" " 0.0273000" " 0.1853000" " 0.0273000" " 0.0273000" " 0.6222000" " 0.1473000" " 0.0536000" " 0.6222000" " 0.1962000" " 0.0512000" "-0.0326000" " 0.0213000" "-0.2418000" " 0.3989000" " 0.0461000" " 0.0461000" "-0.0134000" " 0.0211000" "-0.2530000" "-0.2491000" "-0.2098000" "-0.0466000" "-0.2418000" " 0.0036000" "-0.2003000" "-0.2502000" " 0.3989000" " 0.0213000" " 0.0112000" " 0.2845000" "-0.0507000" "-0.1653000" " 0.3042000" " 0.3042000" " 0.3042000" "-0.1791000" " 0.4437000" " 0.2135000" "-0.2003000" "-0.2530000" " 0.0078000" " 0.0078000" "-0.0060000" "-0.2610000" " 0.1405000" " 0.0078000" " 0.0078000" " 0.1853000" " 0.0248000" " 0.0512000" "-0.0060000" "-0.1791000" "-0.2493000" " 0.1475000" "-0.0450000" "-0.2026000" " 0.1232000" "-0.2493000" "-0.0448000" " 0.7612000" " 0.3989000" "-0.1791000" "-0.2491000" " 0.0078000" " 0.1405000" "-0.0060000" "-0.2418000"
"TNBC.24" "-0.29030" "-0.11240" " 0.38460" " 0.38460" " 0.02510" " 0.29870" "-0.28230" " 0.03890" " 0.16710" " 0.16710" " 0.02470" " 0.02470" "-0.11170" " 0.04170" "-0.10270" " 0.04810" " 0.16620" " 0.28450" " 0.18140" "-0.29080" " 0.04590" "-0.10560" "-0.28180" "-0.29080" " 0.48950" " 0.02190" "-0.28640" " 0.28870" " 0.04810" "-0.28140" " 0.02190" " 0.01600" " 0.28870" " 0.28870" " 0.25110" " 0.28870" " 0.28870" " 0.28680" " 0.28630" "-0.04430" " 0.28680" "-0.11700" " 0.04810" " 0.21490" "-0.22820" " 0.03890" " 0.18140" " 0.03080" " 0.03080" " 0.02190" " 0.01150" "-0.48030" "-0.26440" " 0.16540" "-0.09900" "-0.28230" " 0.01600" "-0.11570" "-0.10700" " 0.03190" "-0.22820" " 0.15870" " 0.27310" " 0.19160" "-0.10560" " 0.04540" " 0.04540" " 0.04540" " 0.03200" " 0.27740" " 0.00390" "-0.00595" "-0.11160" "-0.27720" "-0.27720" "-0.29080" " 0.30290" " 0.48260" "-0.27720" "-0.27720" " 0.01140" " 0.23290" " 0.04810" " 0.01300" " 0.39320" "-0.28640" " 0.00800" " 0.02010" "-0.29760" "-0.48280" "-0.28640" "-0.29560" " 0.30920" " 0.03190" " 0.04250" "-0.26440" " 0.03970" " 0.15330" "-0.29080" " 0.03890"
"TNBC.25" "-0.2156" "-0.2019" " 0.2328" " 0.2328" "-0.2169" " 0.1374" "-0.1815" "-0.1919" " 0.1374" " 0.1374" " 0.0840" " 0.0840" "-0.2130" "-0.2036" " 0.1091" " 0.0988" " 0.1580" "-0.2178" " 0.6363" "-0.1925" "-0.2062" " 0.0849" " 0.1362" "-0.1925" " 0.1580" "-0.2233" "-0.1960" " 0.4272" " 0.0988" "-0.2136" "-0.2022" " 0.3375" " 0.4272" " 0.4272" "-0.2006" " 0.4272" " 0.4272" " 0.1362" " 0.1476" " 0.1005" " 0.1362" "-0.2136" " 0.0988" " 0.0192" " 0.1362" "-0.1919" " 0.6363" "-0.2233" "-0.2233" "-0.0387" "-0.1925" " 0.1286" " 0.1209" " 0.2328" " 0.0468" "-0.1815" " 0.3375" "-0.2102" "-0.1334" "-0.1820" " 0.1362" " 0.1350" " 0.1368" "-0.1895" " 0.1260" " 0.1091" " 0.1091" " 0.1091" "-0.2564" " 0.1362" " 0.1355" "-0.2096" " 0.1014" "-0.1482" "-0.1482" "-0.1925" "-0.2036" " 0.0707" "-0.1600" "-0.1595" " 0.1424" " 0.6032" " 0.0920" "-0.1925" " 0.1313" "-0.1957" " 0.1331" "-0.2198" "-0.1764" "-0.2108" "-0.1957" "-0.1925" " 0.3199" "-0.1820" "-0.2551" " 0.1211" "-0.1582" " 0.3789" "-0.1925" "-0.1919"
"TNBC.26" " 0.12560" "-0.44670" " 0.17450" " 0.17450" " 0.05310" " 0.17030" " 0.15880" " 0.17960" " 0.17030" " 0.17030" "-0.47220" "-0.47220" "-0.42140" "-0.43930" " 0.20820" "-0.41000" "-0.15620" " 0.15700" " 0.17830" "-0.42710" "-0.45360" " 0.16740" " 0.16690" "-0.42710" "-0.15620" " 0.15275" "-0.44130" "-0.15620" "-0.41000" " 0.18530" "-0.10575" " 0.17640" "-0.15620" "-0.15620" " 0.20250" "-0.15620" "-0.15620" " 0.16690" " 0.84000" "-0.41400" " 0.16690" " 0.16930" "-0.41000" " 0.01180" " 0.20700" " 0.15880" " 0.17830" "-0.45100" "-0.45100" "-0.45600" "-0.42710" " 0.20160" " 0.13930" " 0.16610" "-0.00800" " 0.12260" " 0.17640" "-0.46450" "-0.42140" " 0.21270" " 0.22570" " 0.15450" " 0.16900" "-0.44640" " 0.19750" " 0.20180" " 0.20180" "-0.44100" " 0.15770" " 0.12490" " 0.15660" "-0.43630" " 0.16730" " 0.16890" " 0.16890" "-0.11540" "-0.44240" " 0.07840" " 0.19210" " 0.19130" " 0.13470" " 0.79550" "-0.41000" "-0.42710" " 0.15770" "-0.44130" " 0.79340" "-0.45600" "-0.48000" "-0.45440" "-0.44130" "-0.46690" " 0.54950" " 0.54260" " 0.20710" " 0.18420" " 0.19210" " 0.21800" "-0.42710" " 0.15880"
